Rk,Player,Squad,Age,Weekly Wages,Annual Wages
246,Lewis Baker,Chelsea,24,£ 43269 (€ 51601 $52582),£ 2250000 (€ 2683271 $2734248)
247,Adama Traoré,Wolves,23,£ 43077 (€ 51372 $52348),£ 2240000 (€ 2671345 $2722095)
248,Federico Fernández,Newcastle Utd,30,£ 43077 (€ 51372 $52348),£ 2240000 (€ 2671345 $2722095)
249,Miguel Almirón,Newcastle Utd,25,£ 42308 (€ 50455 $51413),£ 2200000 (€ 2623642 $2673487)
250,Tom Heaton,Aston Villa,33,£ 41923 (€ 49996 $50946),£ 2180000 (€ 2599791 $2649182)
251,Emerson Palmieri,Chelsea,24,£ 41923 (€ 49996 $50946),£ 2180000 (€ 2599791 $2649182)
252,Japhet Tanganga,Tottenham,20,£ 41538 (€ 49537 $50478),£ 2160000 (€ 2575940 $2624878)
253,Raúl Jiménez,Wolves,28,£ 41154 (€ 49079 $50011),£ 2140000 (€ 2552088 $2600573)
254,Joe Willock,Arsenal,19,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660)
255,Mattéo Guendouzi,Arsenal,20,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660)
256,Reiss Nelson,Arsenal,19,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660)
257,Patrick Roberts,Norwich City,22,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660)
258,Sander Berge,Sheffield Utd,21,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660)
259,Craig Dawson,Watford,29,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660)
260,Étienne Capoue,Watford,31,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660)
261,Angus Gunn,Southampton,23,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660)
262,Che Adams,Southampton,23,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660)
263,Wayne Hennessey,Crystal Palace,32,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660)
264,Artur Boruc,Bournemouth,39,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660)
265,Callum Wilson,Bournemouth,27,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660)
266,Nathan Aké,Bournemouth,24,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660)
267,Andriy Yarmolenko,West Ham,29,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660)
268,Arthur Masuaku,West Ham,25,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660)
269,Fabián Balbuena,West Ham,27,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660)
270,Robert Snodgrass,West Ham,31,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660)
271,Ryan Fredericks,West Ham,26,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660)
272,Henri Lansbury,Aston Villa,28,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660)
273,Mbwana Samatta,Aston Villa,26,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660)
274,Willy Boly,Wolves,28,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660)
275,Ashley Barnes,Burnley,29,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660)
276,Ben Gibson,Burnley,26,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660)
277,Fabian Schär,Newcastle Utd,27,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660)
278,Jamaal Lascelles,Newcastle Utd,25,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660)
279,Ki Sung-yueng,Newcastle Utd,30,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660)
280,Leandro Trossard,Brighton,24,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660)
281,Shane Duffy,Brighton,27,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660)
282,Trent Alexander-Arnold,Liverpool,20,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660)
283,Jack Cork,Burnley,30,£ 38077 (€ 45409 $46272),£ 1980000 (€ 2361278 $2406138)
284,Florian Lejeune,Newcastle Utd,28,£ 38077 (€ 45409 $46272),£ 1980000 (€ 2361278 $2406138)
285,Martin Dúbravka,Newcastle Utd,30,£ 38077 (€ 45409 $46272),£ 1980000 (€ 2361278 $2406138)
286,Valentino Lazaro,Newcastle Utd,23,£ 38077 (€ 45409 $46272),£ 1980000 (€ 2361278 $2406138)
287,Leander Dendoncker,Wolves,24,£ 37885 (€ 45180 $46038),£ 1970000 (€ 2349352 $2393986)
288,Richairo Živković,Sheffield Utd,22,£ 37692 (€ 44951 $45805),£ 1960000 (€ 2337427 $2381834)
289,Jordon Ibe,Bournemouth,23,£ 37500 (€ 44721 $45571),£ 1950000 (€ 2325501 $2369681)
290,Darren Randolph,West Ham,32,£ 37500 (€ 44721 $45571),£ 1950000 (€ 2325501 $2369681)
291,Ibrahim Amadou,Norwich City,26,£ 36923 (€ 44033 $44870),£ 1920000 (€ 2289724 $2333225)
292,Ainsley Maitland-Niles,Arsenal,21,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
293,Axel Tuanzebe,Manchester Utd,21,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
294,Heurelho Gomes,Watford,38,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
295,Nathaniel Chalobah,Watford,24,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
296,Moussa Djenepo,Southampton,21,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
297,Joel Ward,Crystal Palace,29,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
298,Adam Smith,Bournemouth,28,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
299,Andrew Surman,Bournemouth,32,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
300,Arnaut Danjuma,Bournemouth,22,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
301,Charlie Daniels,Bournemouth,32,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
302,Dan Gosling,Bournemouth,29,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
303,Diego Rico,Bournemouth,26,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
304,Junior Stanislas,Bournemouth,29,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
305,Lewis Cook,Bournemouth,22,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
306,Björn Engels,Aston Villa,24,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
307,Jack Grealish,Aston Villa,23,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
308,Jonathan Kodjia,Aston Villa,29,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
309,Marvelous Nakamba,Aston Villa,25,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
310,Matt Targett,Aston Villa,23,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
311,John Ruddy,Wolves,32,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
312,Aaron Lennon,Burnley,32,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
313,Jeff Hendrick,Burnley,27,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
314,Josh Brownhill,Burnley,23,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
315,Matěj Vydra,Burnley,27,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
316,Nick Pope,Burnley,27,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
317,Robbie Brady,Burnley,27,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
318,Ciaran Clark,Newcastle Utd,29,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
319,Henri Saivet,Newcastle Utd,29,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
320,Jack Colback,Newcastle Utd,30,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
321,Javier Manquillo,Newcastle Utd,25,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
322,Paul Dummett,Newcastle Utd,27,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
323,Michy Batshuayi,Chelsea,25,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
324,Ruben Loftus-Cheek,Chelsea,23,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
325,Adam Webster,Brighton,24,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
326,Mathew Ryan,Brighton,27,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
327,Cuco Martina,Everton,29,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
328,Panagiotis Retsos,Sheffield Utd,20,£ 33077 (€ 39446 $40196),£ 1720000 (€ 2051211 $2090180)
329,Jesús Vallejo,Wolves,22,£ 33077 (€ 39446 $40196),£ 1720000 (€ 2051211 $2090180)
330,Youri Tielemans,Leicester City,22,£ 33077 (€ 39446 $40196),£ 1720000 (€ 2051211 $2090180)
331,Jetro Willems,Newcastle Utd,25,£ 32692 (€ 38988 $39728),£ 1700000 (€ 2027360 $2065876)
332,Lukas Rupp,Norwich City,28,£ 32500 (€ 38758 $39495),£ 1690000 (€ 2015434 $2053724)
333,Jordan Ayew,Crystal Palace,27,£ 32500 (€ 38758 $39495),£ 1690000 (€ 2015434 $2053724)
334,Aaron Mooy,Brighton,28,£ 32500 (€ 38758 $39495),£ 1690000 (€ 2015434 $2053724)
335,Neil Taylor,Aston Villa,30,£ 31923 (€ 38070 $38794),£ 1660000 (€ 1979657 $2017267)
336,Matty James,Leicester City,28,£ 31923 (€ 38070 $38794),£ 1660000 (€ 1979657 $2017267)
337,Ezequiel Schelotto,Brighton,30,£ 31923 (€ 38070 $38794),£ 1660000 (€ 1979657 $2017267)
338,Neal Maupay,Brighton,22,£ 31923 (€ 38070 $38794),£ 1660000 (€ 1979657 $2017267)
339,Anwar El Ghazi,Aston Villa,24,£ 30962 (€ 36924 $37625),£ 1610000 (€ 1920029 $1956506)
340,Ashley Westwood,Burnley,29,£ 30962 (€ 36924 $37625),£ 1610000 (€ 1920029 $1956506)
341,Andreas Pereira,Manchester Utd,23,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745)
342,Lee Grant,Manchester Utd,36,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745)
343,Sam Byram,Norwich City,25,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745)
344,Muhamed Bešić,Sheffield Utd,26,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745)
345,Ben Foster,Watford,36,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745)
346,Christian Kabasele,Watford,28,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745)
347,Ignacio Pussetto,Watford,23,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745)
348,Isaac Success,Watford,23,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745)
349,José Holebas,Watford,35,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745)
350,Will Hughes,Watford,24,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745)
351,Jack Stacey,Bournemouth,23,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745)
352,Lloyd Kelly,Bournemouth,20,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745)
353,Ryan Fraser,Bournemouth,25,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745)
354,Simon Francis,Bournemouth,34,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745)
355,Roberto,West Ham,33,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745)
356,Conor Hourihane,Aston Villa,28,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745)
357,James Chester,Aston Villa,30,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745)
358,Rúben Vinagre,Wolves,20,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745)
359,Jóhann Berg Guðmundsson,Burnley,28,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745)
360,Bartosz Kapustka,Leicester City,23,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745)
361,Filip Benković,Leicester City,22,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745)
362,James Justin,Leicester City,21,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745)
363,Christian Atsu,Newcastle Utd,27,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745)
364,DeAndre Yedlin,Newcastle Utd,26,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745)
365,Dwight Gayle,Newcastle Utd,28,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745)
366,Emil Krafth,Newcastle Utd,24,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745)
367,Willy Caballero,Chelsea,37,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745)
368,Dale Stephens,Brighton,30,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745)
369,Glenn Murray,Brighton,35,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745)
370,Solly March,Brighton,25,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745)
371,Maarten Stekelenburg,Everton,36,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745)
372,Adam Masina,Watford,25,£ 28077 (€ 33484 $34120),£ 1460000 (€ 1741144 $1774223)
373,Marco van Ginkel,Chelsea,27,£ 28077 (€ 33484 $34120),£ 1460000 (€ 1741144 $1774223)
374,Jonas Lössl,Everton,30,£ 28077 (€ 33484 $34120),£ 1460000 (€ 1741144 $1774223)
375,Joe Gomez,Liverpool,22,£ 28077 (€ 33484 $34120),£ 1460000 (€ 1741144 $1774223)
376,Timm Klose,Norwich City,31,£ 26923 (€ 32108 $32718),£ 1400000 (€ 1669591 $1701310)
377,Rob Holding,Arsenal,23,£ 25000 (€ 29814 $30381),£ 1300000 (€ 1550334 $1579788)
378,Diogo Dalot,Manchester Utd,20,£ 25000 (€ 29814 $30381),£ 1300000 (€ 1550334 $1579788)
379,Mason Greenwood,Manchester Utd,17,£ 25000 (€ 29814 $30381),£ 1300000 (€ 1550334 $1579788)
380,Timothy Fosu-Mensah,Manchester Utd,21,£ 25000 (€ 29814 $30381),£ 1300000 (€ 1550334 $1579788)
381,Grant Hanley,Norwich City,27,£ 25000 (€ 29814 $30381),£ 1300000 (€ 1550334 $1579788)
382,Jack Robinson,Sheffield Utd,25,£ 25000 (€ 29814 $30381),£ 1300000 (€ 1550334 $1579788)
383,Lys Mousset,Sheffield Utd,23,£ 25000 (€ 29814 $30381),£ 1300000 (€ 1550334 $1579788)
384,Ravel Morrison,Sheffield Utd,26,£ 25000 (€ 29814 $30381),£ 1300000 (€ 1550334 $1579788)
385,Martin Kelly,Crystal Palace,29,£ 25000 (€ 29814 $30381),£ 1300000 (€ 1550334 $1579788)
386,Dominic Solanke,Bournemouth,21,£ 25000 (€ 29814 $30381),£ 1300000 (€ 1550334 $1579788)
387,Ahmed Elmohamady,Aston Villa,31,£ 25000 (€ 29814 $30381),£ 1300000 (€ 1550334 $1579788)
388,Frederic Guilbert,Aston Villa,24,£ 25000 (€ 29814 $30381),£ 1300000 (€ 1550334 $1579788)
389,John McGinn,Aston Villa,24,£ 25000 (€ 29814 $30381),£ 1300000 (€ 1550334 $1579788)
390,Jota,Aston Villa,28,£ 25000 (€ 29814 $30381),£ 1300000 (€ 1550334 $1579788)
391,Tyrone Mings,Aston Villa,26,£ 25000 (€ 29814 $30381),£ 1300000 (€ 1550334 $1579788)
392,Pedro Neto,Wolves,19,£ 25000 (€ 29814 $30381),£ 1300000 (€ 1550334 $1579788)
393,Charlie Taylor,Burnley,25,£ 25000 (€ 29814 $30381),£ 1300000 (€ 1550334 $1579788)
394,Erik Pieters,Burnley,30,£ 25000 (€ 29814 $30381),£ 1300000 (€ 1550334 $1579788)
395,Matthew Lowton,Burnley,30,£ 25000 (€ 29814 $30381),£ 1300000 (€ 1550334 $1579788)
396,Phil Bardsley,Burnley,34,£ 25000 (€ 29814 $30381),£ 1300000 (€ 1550334 $1579788)
397,Karl Darlow,Newcastle Utd,28,£ 25000 (€ 29814 $30381),£ 1300000 (€ 1550334 $1579788)
398,Rob Elliot,Newcastle Utd,33,£ 25000 (€ 29814 $30381),£ 1300000 (€ 1550334 $1579788)
399,Beram Kayal,Brighton,31,£ 25000 (€ 29814 $30381),£ 1300000 (€ 1550334 $1579788)
400,Bernardo,Brighton,24,£ 25000 (€ 29814 $30381),£ 1300000 (€ 1550334 $1579788)
401,Yves Bissouma,Brighton,22,£ 25000 (€ 29814 $30381),£ 1300000 (€ 1550334 $1579788)
402,Mason Holgate,Everton,22,£ 25000 (€ 29814 $30381),£ 1300000 (€ 1550334 $1579788)
403,Tom Davies,Everton,21,£ 25000 (€ 29814 $30381),£ 1300000 (€ 1550334 $1579788)
404,Craig Cathcart,Watford,30,£ 23077 (€ 27521 $28044),£ 1200000 (€ 1431078 $1458265)
405,João Pedro,Watford,17,£ 23077 (€ 27521 $28044),£ 1200000 (€ 1431078 $1458265)
406,Kevin Long,Burnley,28,£ 23077 (€ 27521 $28044),£ 1200000 (€ 1431078 $1458265)
407,Eldin Jakupović,Leicester City,34,£ 23077 (€ 27521 $28044),£ 1200000 (€ 1431078 $1458265)
408,Romain Saïss,Wolves,29,£ 21923 (€ 26145 $26641),£ 1140000 (€ 1359524 $1385352)
409,Isaac Hayden,Newcastle Utd,24,£ 21923 (€ 26145 $26641),£ 1140000 (€ 1359524 $1385352)
410,Juan Foyth,Tottenham,21,£ 21538 (€ 25686 $26174),£ 1120000 (€ 1335672 $1361048)
411,Daniel Amartey,Leicester City,24,£ 20962 (€ 24998 $25473),£ 1090000 (€ 1299896 $1324591)
412,Gaëtan Bong,Brighton,31,£ 20192 (€ 24081 $24538),£ 1050000 (€ 1252193 $1275982)
413,Emiliano Martínez,Arsenal,26,£ 20000 (€ 23851 $24304),£ 1040000 (€ 1240267 $1263830)
414,Martinelli,Arsenal,18,£ 20000 (€ 23851 $24304),£ 1040000 (€ 1240267 $1263830)
415,Mario Vrančić,Norwich City,30,£ 20000 (€ 23851 $24304),£ 1040000 (€ 1240267 $1263830)
416,Oliver McBurnie,Sheffield Utd,23,£ 20000 (€ 23851 $24304),£ 1040000 (€ 1240267 $1263830)
417,Dimitri Foulquier,Watford,26,£ 20000 (€ 23851 $24304),£ 1040000 (€ 1240267 $1263830)
418,Kiko Femenía,Watford,28,£ 20000 (€ 23851 $24304),£ 1040000 (€ 1240267 $1263830)
419,Marvin Zeegelaar,Watford,29,£ 20000 (€ 23851 $24304),£ 1040000 (€ 1240267 $1263830)
420,Jan Bednarek,Southampton,23,£ 20000 (€ 23851 $24304),£ 1040000 (€ 1240267 $1263830)
421,Kyle Walker-Peters,Southampton,22,£ 20000 (€ 23851 $24304),£ 1040000 (€ 1240267 $1263830)
422,Paulo Gazzaniga,Tottenham,27,£ 20000 (€ 23851 $24304),£ 1040000 (€ 1240267 $1263830)
423,David Brooks,Bournemouth,22,£ 20000 (€ 23851 $24304),£ 1040000 (€ 1240267 $1263830)
424,Ørjan Nyland,Aston Villa,28,£ 20000 (€ 23851 $24304),£ 1040000 (€ 1240267 $1263830)
425,Leonardo Campana,Wolves,19,£ 20000 (€ 23851 $24304),£ 1040000 (€ 1240267 $1263830)
426,Ryan Bennett,Wolves,29,£ 20000 (€ 23851 $24304),£ 1040000 (€ 1240267 $1263830)
427,Danny Ward,Leicester City,26,£ 20000 (€ 23851 $24304),£ 1040000 (€ 1240267 $1263830)
428,Andy Carroll,Newcastle Utd,30,£ 20000 (€ 23851 $24304),£ 1040000 (€ 1240267 $1263830)
429,Oleksandr Zinchenko,Manchester City,22,£ 20000 (€ 23851 $24304),£ 1040000 (€ 1240267 $1263830)
430,Scott Carson,Manchester City,33,£ 20000 (€ 23851 $24304),£ 1040000 (€ 1240267 $1263830)
431,Dominic Calvert-Lewin,Everton,22,£ 20000 (€ 23851 $24304),£ 1040000 (€ 1240267 $1263830)
432,Adalberto Peñaranda,Watford,22,£ 18077 (€ 21558 $21967),£ 940000 (€ 1121011 $1142308)
433,Sam McQueen,Southampton,24,£ 18077 (€ 21558 $21967),£ 940000 (€ 1121011 $1142308)
434,Leon Balogun,Brighton,31,£ 18077 (€ 21558 $21967),£ 940000 (€ 1121011 $1142308)
435,Marco Stiepermann,Norwich City,28,£ 17500 (€ 20870 $21266),£ 910000 (€ 1085234 $1105851)
436,Michael McGovern,Norwich City,35,£ 16923 (€ 20182 $20565),£ 880000 (€ 1049457 $1069395)
437,Michael Hector,Chelsea,27,£ 16923 (€ 20182 $20565),£ 880000 (€ 1049457 $1069395)
438,Ondrej Duda,Norwich City,24,£ 16538 (€ 19723 $20098),£ 860000 (€ 1025606 $1045090)
439,Philip Heise,Norwich City,28,£ 16154 (€ 19265 $19631),£ 840000 (€ 1001754 $1020786)
440,Tim Krul,Norwich City,31,£ 15962 (€ 19035 $19397),£ 830000 (€ 989829 $1008634)
441,Dan Burn,Brighton,27,£ 15962 (€ 19035 $19397),£ 830000 (€ 989829 $1008634)
442,David Button,Brighton,30,£ 15962 (€ 19035 $19397),£ 830000 (€ 989829 $1008634)
443,Jason Steele,Brighton,29,£ 15962 (€ 19035 $19397),£ 830000 (€ 989829 $1008634)
444,Lovre Kalinić,Aston Villa,29,£ 15769 (€ 18806 $19163),£ 820000 (€ 977903 $996481)
445,Eddie Nketiah,Arsenal,20,£ 15000 (€ 17888 $18228),£ 780000 (€ 930200 $947873)
446,Christoph Zimmermann,Norwich City,26,£ 15000 (€ 17888 $18228),£ 780000 (€ 930200 $947873)
447,Tom Trybull,Norwich City,26,£ 15000 (€ 17888 $18228),£ 780000 (€ 930200 $947873)
448,Oliver Norwood,Sheffield Utd,28,£ 15000 (€ 17888 $18228),£ 780000 (€ 930200 $947873)
449,Richard Stearman,Sheffield Utd,31,£ 15000 (€ 17888 $18228),£ 780000 (€ 930200 $947873)
450,Adrian Mariappa,Watford,32,£ 15000 (€ 17888 $18228),£ 780000 (€ 930200 $947873)
451,Philip Billing,Bournemouth,23,£ 15000 (€ 17888 $18228),£ 780000 (€ 930200 $947873)
452,Bruno Jordão,Wolves,20,£ 15000 (€ 17888 $18228),£ 780000 (€ 930200 $947873)
453,Conor Coady,Wolves,26,£ 15000 (€ 17888 $18228),£ 780000 (€ 930200 $947873)
454,Bailey Peacock-Farrell,Burnley,22,£ 15000 (€ 17888 $18228),£ 780000 (€ 930200 $947873)
455,Steven Alzate,Brighton,20,£ 15000 (€ 17888 $18228),£ 780000 (€ 930200 $947873)
456,Kevin Danso,Southampton,20,£ 14808 (€ 17659 $17995),£ 770000 (€ 918275 $935720)
457,Alexander Tettey,Norwich City,33,£ 13077 (€ 15595 $15891),£ 680000 (€ 810944 $826350)
458,Víctor Camarasa,Crystal Palace,25,£ 12692 (€ 15136 $15424),£ 660000 (€ 787093 $802046)
459,Moritz Leitner,Norwich City,26,£ 11923 (€ 14219 $14489),£ 620000 (€ 739390 $753437)
460,Billy Sharp,Sheffield Utd,33,£ 11923 (€ 14219 $14489),£ 620000 (€ 739390 $753437)
461,Harry Wilson,Bournemouth,22,£ 11923 (€ 14219 $14489),£ 620000 (€ 739390 $753437)
462,Eric García,Manchester City,18,£ 11923 (€ 14219 $14489),£ 620000 (€ 739390 $753437)
463,Phil Foden,Manchester City,19,£ 11923 (€ 14219 $14489),£ 620000 (€ 739390 $753437)
464,Chris Mepham,Bournemouth,21,£ 11731 (€ 13990 $14255),£ 610000 (€ 727464 $741285)
465,Bukayo Saka,Arsenal,17,£ 10000 (€ 11926 $12152),£ 520000 (€ 620134 $631915)
466,Scott McTominay,Manchester Utd,22,£ 10000 (€ 11926 $12152),£ 520000 (€ 620134 $631915)
467,Kenny McLean,Norwich City,27,£ 10000 (€ 11926 $12152),£ 520000 (€ 620134 $631915)
468,Dean Henderson,Sheffield Utd,22,£ 10000 (€ 11926 $12152),£ 520000 (€ 620134 $631915)
469,Jack O'Connell,Sheffield Utd,25,£ 10000 (€ 11926 $12152),£ 520000 (€ 620134 $631915)
470,Luke Freeman,Sheffield Utd,27,£ 10000 (€ 11926 $12152),£ 520000 (€ 620134 $631915)
471,Michael Verrips,Sheffield Utd,22,£ 10000 (€ 11926 $12152),£ 520000 (€ 620134 $631915)
472,Gonçalo Cardoso,West Ham,18,£ 10000 (€ 11926 $12152),£ 520000 (€ 620134 $631915)
473,Matt Doherty,Wolves,27,£ 10000 (€ 11926 $12152),£ 520000 (€ 620134 $631915)
474,Harvey Barnes,Leicester City,21,£ 10000 (€ 11926 $12152),£ 520000 (€ 620134 $631915)
475,Mix Diskerud,Manchester City,29,£ 10000 (€ 11926 $12152),£ 520000 (€ 620134 $631915)
476,Danilo Pantić,Chelsea,23,£ 10000 (€ 11926 $12152),£ 520000 (€ 620134 $631915)
477,Alexis Mac Allister,Brighton,20,£ 10000 (€ 11926 $12152),£ 520000 (€ 620134 $631915)
478,Matt Macey,Arsenal,24,£ 9038 (€ 10779 $10984),£ 470000 (€ 560505 $571154)
479,Leon Clarke,Sheffield Utd,34,£ 9038 (€ 10779 $10984),£ 470000 (€ 560505 $571154)
480,Djibril Sidibé,Everton,27,£ 9038 (€ 10779 $10984),£ 470000 (€ 560505 $571154)
481,Emi Buendía,Norwich City,22,£ 8077 (€ 9632 $9815),£ 420000 (€ 500877 $510393)
482,Onel Hernández,Norwich City,26,£ 8077 (€ 9632 $9815),£ 420000 (€ 500877 $510393)
483,John Fleck,Sheffield Utd,27,£ 8077 (€ 9632 $9815),£ 420000 (€ 500877 $510393)
484,Domingos Quina,Watford,19,£ 8077 (€ 9632 $9815),£ 420000 (€ 500877 $510393)
485,David Martin,West Ham,33,£ 8077 (€ 9632 $9815),£ 420000 (€ 500877 $510393)
486,Ezri Konsa,Aston Villa,21,£ 8077 (€ 9632 $9815),£ 420000 (€ 500877 $510393)
487,Jed Steer,Aston Villa,26,£ 8077 (€ 9632 $9815),£ 420000 (€ 500877 $510393)
488,Kortney Hause,Aston Villa,24,£ 8077 (€ 9632 $9815),£ 420000 (€ 500877 $510393)
489,Beni Baningime,Everton,20,£ 8077 (€ 9632 $9815),£ 420000 (€ 500877 $510393)
490,John Egan,Sheffield Utd,26,£ 7500 (€ 8944 $9114),£ 390000 (€ 465100 $473936)
491,Ricky Holmes,Sheffield Utd,32,£ 7500 (€ 8944 $9114),£ 390000 (€ 465100 $473936)
492,Hamza Choudhury,Leicester City,21,£ 7500 (€ 8944 $9114),£ 390000 (€ 465100 $473936)
493,Aaron Connolly,Brighton,19,£ 7500 (€ 8944 $9114),£ 390000 (€ 465100 $473936)
