Rk,Player,Squad,Age,Weekly Wages,Annual Wages
324,Youri Tielemans,Leicester City,24,£ 33077 (€ 39446 $40196),£ 1720000 (€ 2051211 $2090180)
325,Ozan Kabak,Norwich City,21,£ 32885 (€ 39217 $39962),£ 1710000 (€ 2039286 $2078028)
326,Douglas Luiz,Aston Villa,23,£ 32692 (€ 38988 $39728),£ 1700000 (€ 2027360 $2065876)
327,Wout Weghorst,Burnley,28,£ 32692 (€ 38988 $39728),£ 1700000 (€ 2027360 $2065876)
328,Jordan Ayew,Crystal Palace,29,£ 32500 (€ 38758 $39495),£ 1690000 (€ 2015434 $2053724)
329,Marvelous Nakamba,Aston Villa,27,£ 32500 (€ 38758 $39495),£ 1690000 (€ 2015434 $2053724)
330,Vitaliy Mykolenko,Everton,22,£ 32115 (€ 38300 $39027),£ 1670000 (€ 1991583 $2029419)
331,Anwar El Ghazi,Aston Villa,26,£ 30962 (€ 36924 $37625),£ 1610000 (€ 1920029 $1956506)
332,Jack Clarke,Tottenham,20,£ 30769 (€ 36694 $37391),£ 1600000 (€ 1908104 $1944354)
333,Alexis Mac Allister,Brighton,22,£ 30769 (€ 36694 $37391),£ 1600000 (€ 1908104 $1944354)
334,Bukayo Saka,Arsenal,19,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745)
335,Folarin Balogun,Arsenal,20,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745)
336,Lee Grant,Manchester Utd,38,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745)
337,Christos Tzolis,Norwich City,19,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745)
338,Josh Sargent,Norwich City,21,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745)
339,Sam Byram,Norwich City,27,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745)
340,Ben Foster,Watford,38,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745)
341,Christian Kabasele,Watford,30,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745)
342,Oghenekaro Etebo,Watford,25,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745)
343,Che Adams,Southampton,25,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745)
344,Eberechi Eze,Crystal Palace,23,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745)
345,Jóhann Berg Guðmundsson,Burnley,30,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745)
346,Filip Benković,Leicester City,24,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745)
347,Frank Onyeka,Brentford,23,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745)
348,Enock Mwepu,Brighton,23,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745)
349,Solly March,Brighton,27,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745)
350,Amad Diallo,Manchester Utd,19,£ 28846 (€ 34401 $35054),£ 1500000 (€ 1788847 $1822832)
351,Nathan Ferguson,Crystal Palace,20,£ 28846 (€ 34401 $35054),£ 1500000 (€ 1788847 $1822832)
352,Tyrick Mitchell,Crystal Palace,21,£ 28846 (€ 34401 $35054),£ 1500000 (€ 1788847 $1822832)
353,Adam Masina,Watford,27,£ 27885 (€ 33254 $33886),£ 1450000 (€ 1729219 $1762071)
354,William Troost-Ekong,Watford,27,£ 27500 (€ 32796 $33419),£ 1430000 (€ 1705368 $1737766)
355,Nuno Tavares,Arsenal,21,£ 27000 (€ 32199 $32811),£ 1404000 (€ 1674361 $1706171)
356,Hassane Kamara,Watford,27,£ 26538 (€ 31649 $32250),£ 1380000 (€ 1645739 $1677005)
357,Diogo Dalot,Manchester Utd,22,£ 25000 (€ 29814 $30381),£ 1300000 (€ 1550334 $1579788)
358,Angus Gunn,Norwich City,25,£ 25000 (€ 29814 $30381),£ 1300000 (€ 1550334 $1579788)
359,Kenny McLean,Norwich City,29,£ 25000 (€ 29814 $30381),£ 1300000 (€ 1550334 $1579788)
360,Teemu Pukki,Norwich City,31,£ 25000 (€ 29814 $30381),£ 1300000 (€ 1550334 $1579788)
361,Tim Krul,Norwich City,33,£ 25000 (€ 29814 $30381),£ 1300000 (€ 1550334 $1579788)
362,Todd Cantwell,Norwich City,23,£ 25000 (€ 29814 $30381),£ 1300000 (€ 1550334 $1579788)
363,Emmanuel Dennis,Watford,23,£ 25000 (€ 29814 $30381),£ 1300000 (€ 1550334 $1579788)
364,Pierluigi Gollini,Tottenham,26,£ 25000 (€ 29814 $30381),£ 1300000 (€ 1550334 $1579788)
365,Martin Kelly,Crystal Palace,31,£ 25000 (€ 29814 $30381),£ 1300000 (€ 1550334 $1579788)
366,Loris Karius,Liverpool,28,£ 25000 (€ 29814 $30381),£ 1300000 (€ 1550334 $1579788)
367,Neco Williams,Liverpool,20,£ 25000 (€ 29814 $30381),£ 1300000 (€ 1550334 $1579788)
368,John McGinn,Aston Villa,26,£ 25000 (€ 29814 $30381),£ 1300000 (€ 1550334 $1579788)
369,Charlie Taylor,Burnley,27,£ 25000 (€ 29814 $30381),£ 1300000 (€ 1550334 $1579788)
370,Matthew Lowton,Burnley,32,£ 25000 (€ 29814 $30381),£ 1300000 (€ 1550334 $1579788)
371,Phil Bardsley,Burnley,36,£ 25000 (€ 29814 $30381),£ 1300000 (€ 1550334 $1579788)
372,Wayne Hennessey,Burnley,34,£ 25000 (€ 29814 $30381),£ 1300000 (€ 1550334 $1579788)
373,Jacob Murphy,Newcastle Utd,26,£ 25000 (€ 29814 $30381),£ 1300000 (€ 1550334 $1579788)
374,Karl Darlow,Newcastle Utd,30,£ 25000 (€ 29814 $30381),£ 1300000 (€ 1550334 $1579788)
375,Álvaro Fernández,Brentford,23,£ 25000 (€ 29814 $30381),£ 1300000 (€ 1550334 $1579788)
376,David Raya,Brentford,25,£ 25000 (€ 29814 $30381),£ 1300000 (€ 1550334 $1579788)
377,Pontus Jansson,Brentford,30,£ 25000 (€ 29814 $30381),£ 1300000 (€ 1550334 $1579788)
378,Yoane Wissa,Brentford,24,£ 25000 (€ 29814 $30381),£ 1300000 (€ 1550334 $1579788)
379,Kenedy,Chelsea,25,£ 25000 (€ 29814 $30381),£ 1300000 (€ 1550334 $1579788)
380,Yves Bissouma,Brighton,24,£ 25000 (€ 29814 $30381),£ 1300000 (€ 1550334 $1579788)
381,Mason Holgate,Everton,24,£ 25000 (€ 29814 $30381),£ 1300000 (€ 1550334 $1579788)
382,Tom Davies,Everton,23,£ 25000 (€ 29814 $30381),£ 1300000 (€ 1550334 $1579788)
