Rk,Player,Squad,Age,Weekly Wages,Annual Wages
245,Mark Noble,West Ham,33,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575)
246,Andrew Robertson,Liverpool,26,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575)
247,Pedro Neto,Wolves,20,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575)
248,Rúben Neves,Wolves,23,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575)
249,Willy Boly,Wolves,29,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575)
250,Chris Wood,Burnley,28,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575)
251,James Tarkowski,Burnley,27,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575)
252,Christian Fuchs,Leicester City,34,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575)
253,Alireza Jahanbakhsh,Brighton,26,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575)
254,Neal Maupay,Brighton,23,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575)
255,Pascal Groß,Brighton,29,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575)
256,Alex Iwobi,Everton,24,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575)
257,Zack Steffen,Manchester City,25,£ 50000 (€ 59628 $60761),£ 2600000 (€ 3100668 $3159575)
258,Willian José,Wolves,28,£ 49808 (€ 59399 $60527),£ 2590000 (€ 3088743 $3147423)
259,Ademola Lookman,Fulham,22,£ 49500 (€ 59032 $60153),£ 2574000 (€ 3069662 $3127979)
260,Morgan Sanson,Aston Villa,25,£ 48077 (€ 57335 $58424),£ 2500000 (€ 2981412 $3038053)
261,Erik Pieters,Burnley,31,£ 48077 (€ 57335 $58424),£ 2500000 (€ 2981412 $3038053)
262,Jack Stephens,Southampton,26,£ 47885 (€ 57106 $58190),£ 2490000 (€ 2969486 $3025901)
263,Emiliano Martínez,Aston Villa,27,£ 47500 (€ 56647 $57723),£ 2470000 (€ 2945635 $3001596)
264,Robin Koch,Leeds United,24,£ 46154 (€ 55041 $56087),£ 2400000 (€ 2862155 $2916531)
265,Callum Wilson,Newcastle Utd,28,£ 46154 (€ 55041 $56087),£ 2400000 (€ 2862155 $2916531)
266,Ferrán Torres,Manchester City,20,£ 46154 (€ 55041 $56087),£ 2400000 (€ 2862155 $2916531)
267,Jake Livermore,West Brom,30,£ 46000 (€ 54858 $55900),£ 2392000 (€ 2852615 $2906809)
268,Eddie Nketiah,Arsenal,21,£ 45000 (€ 53665 $54685),£ 2340000 (€ 2790601 $2843618)
269,Daniel James,Manchester Utd,22,£ 45000 (€ 53665 $54685),£ 2340000 (€ 2790601 $2843618)
270,James Ward-Prowse,Southampton,25,£ 45000 (€ 53665 $54685),£ 2340000 (€ 2790601 $2843618)
271,Joe Hart,Tottenham,33,£ 45000 (€ 53665 $54685),£ 2340000 (€ 2790601 $2843618)
272,Jack Butland,Crystal Palace,27,£ 45000 (€ 53665 $54685),£ 2340000 (€ 2790601 $2843618)
273,Divock Origi,Liverpool,25,£ 45000 (€ 53665 $54685),£ 2340000 (€ 2790601 $2843618)
274,Keinan Davis,Aston Villa,22,£ 45000 (€ 53665 $54685),£ 2340000 (€ 2790601 $2843618)
275,Ayoze Pérez,Leicester City,27,£ 45000 (€ 53665 $54685),£ 2340000 (€ 2790601 $2843618)
276,Çağlar Söyüncü,Leicester City,24,£ 45000 (€ 53665 $54685),£ 2340000 (€ 2790601 $2843618)
277,Marc Albrighton,Leicester City,30,£ 45000 (€ 53665 $54685),£ 2340000 (€ 2790601 $2843618)
278,Matt Ritchie,Newcastle Utd,30,£ 45000 (€ 53665 $54685),£ 2340000 (€ 2790601 $2843618)
279,Davy Pröpper,Brighton,28,£ 45000 (€ 53665 $54685),£ 2340000 (€ 2790601 $2843618)
280,José Izquierdo,Brighton,28,£ 45000 (€ 53665 $54685),£ 2340000 (€ 2790601 $2843618)
281,Lewis Dunk,Brighton,28,£ 45000 (€ 53665 $54685),£ 2340000 (€ 2790601 $2843618)
282,Joshua King,Everton,28,£ 45000 (€ 53665 $54685),£ 2340000 (€ 2790601 $2843618)
283,Fabricio,Fulham,32,£ 45000 (€ 53665 $54685),£ 2340000 (€ 2790601 $2843618)
284,Billy Gilmour,Chelsea,19,£ 43269 (€ 51601 $52581),£ 2249988 (€ 2683256 $2734233)
285,Adama Traoré,Wolves,24,£ 43077 (€ 51372 $52348),£ 2240000 (€ 2671345 $2722095)
286,Federico Fernández,Newcastle Utd,31,£ 43077 (€ 51372 $52348),£ 2240000 (€ 2671345 $2722095)
287,Callum Robinson,West Brom,25,£ 42500 (€ 50684 $51647),£ 2210000 (€ 2635568 $2685639)
288,Craig Dawson,West Ham,30,£ 42500 (€ 50684 $51647),£ 2210000 (€ 2635568 $2685639)
289,Leandro Trossard,Brighton,25,£ 42500 (€ 50684 $51647),£ 2210000 (€ 2635568 $2685639)
290,Miguel Almirón,Newcastle Utd,26,£ 42308 (€ 50455 $51413),£ 2200000 (€ 2623642 $2673487)
291,Tom Heaton,Aston Villa,34,£ 41923 (€ 49996 $50946),£ 2180000 (€ 2599791 $2649182)
292,Japhet Tanganga,Tottenham,21,£ 41538 (€ 49537 $50478),£ 2160000 (€ 2575940 $2624878)
293,Raúl Jiménez,Wolves,29,£ 41154 (€ 49079 $50011),£ 2140000 (€ 2552088 $2600573)
294,Tosin Adarabioyo,Fulham,22,£ 40500 (€ 48299 $49216),£ 2106000 (€ 2511541 $2559256)
295,Ki-Jana Hoever,Wolves,18,£ 40385 (€ 48161 $49076),£ 2100000 (€ 2504386 $2551965)
296,William Saliba,Arsenal,19,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660)
297,Mason Greenwood,Manchester Utd,18,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660)
298,Wayne Hennessey,Crystal Palace,33,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660)
299,Robert Snodgrass,West Brom,32,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660)
300,Arthur Masuaku,West Ham,26,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660)
301,Fabián Balbuena,West Ham,28,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660)
302,Ryan Fredericks,West Ham,27,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660)
303,Trent Alexander-Arnold,Liverpool,21,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660)
304,Frederic Guilbert,Aston Villa,25,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660)
305,Henri Lansbury,Aston Villa,30,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660)
306,Ashley Barnes,Burnley,30,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660)
307,Josh Brownhill,Burnley,24,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660)
308,Dwight Gayle,Newcastle Utd,29,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660)
309,Dwight Gayle,Newcastle Utd,29,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660)
310,Fabian Schär,Newcastle Utd,28,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660)
311,Jamaal Lascelles,Newcastle Utd,26,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660)
312,Charly Musonda Jr.,Chelsea,24,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660)
313,Kurt Zouma,Chelsea,25,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660)
314,Florin Andone,Brighton,27,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660)
315,Mario Lemina,Fulham,26,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660)
316,Tom Cairney,Fulham,29,£ 40000 (€ 47703 $48609),£ 2080000 (€ 2480535 $2527660)
317,Joël Veltman,Brighton,28,£ 38462 (€ 45868 $46739),£ 2000000 (€ 2385129 $2430442)
318,Jack Cork,Burnley,31,£ 38077 (€ 45409 $46272),£ 1980000 (€ 2361278 $2406138)
319,Martin Dúbravka,Newcastle Utd,31,£ 38077 (€ 45409 $46272),£ 1980000 (€ 2361278 $2406138)
320,Philippe Sandler,Manchester City,23,£ 38000 (€ 45317 $46178),£ 1976000 (€ 2356508 $2401277)
321,Joe Rodon,Tottenham,22,£ 37500 (€ 44721 $45571),£ 1950000 (€ 2325501 $2369681)
322,Grady Diangana,West Brom,22,£ 37500 (€ 44721 $45571),£ 1950000 (€ 2325501 $2369681)
323,Darren Randolph,West Ham,33,£ 37500 (€ 44721 $45571),£ 1950000 (€ 2325501 $2369681)
324,Dale Stephens,Burnley,31,£ 37500 (€ 44721 $45571),£ 1950000 (€ 2325501 $2369681)
325,Bobby Reid,Fulham,27,£ 37500 (€ 44721 $45571),£ 1950000 (€ 2325501 $2369681)
326,Ivan Cavaleiro,Fulham,26,£ 37500 (€ 44721 $45571),£ 1950000 (€ 2325501 $2369681)
327,Jonny Castro,Wolves,26,£ 36673 (€ 43735 $44566),£ 1907000 (€ 2274221 $2317427)
328,Ashley Westwood,Burnley,30,£ 36000 (€ 42932 $43748),£ 1872000 (€ 2232481 $2274894)
329,Ainsley Maitland-Niles,Arsenal,22,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
330,Mathew Ryan,Arsenal,28,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
331,Joel Ward,Crystal Palace,30,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
332,Patrick Bamford,Leeds United,26,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
333,Vladimír Coufal,West Ham,27,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
334,Matt Targett,Aston Villa,24,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
335,Wesley Moraes,Aston Villa,23,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
336,Wesley Moraes,Aston Villa,23,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
337,Fernando Marçal,Wolves,31,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
338,Jay Rodriguez,Burnley,31,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
339,Matěj Vydra,Burnley,28,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
340,Nick Pope,Burnley,28,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
341,Robbie Brady,Burnley,28,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
342,Ciaran Clark,Newcastle Utd,30,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
343,Henri Saivet,Newcastle Utd,29,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
344,Javier Manquillo,Newcastle Utd,26,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
345,Jeff Hendrick,Newcastle Utd,28,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
346,Paul Dummett,Newcastle Utd,28,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
347,Ryan Fraser,Newcastle Utd,26,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
348,Willy Caballero,Chelsea,38,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
349,Adam Webster,Brighton,25,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
350,Tariq Lamptey,Brighton,19,£ 35000 (€ 41740 $42533),£ 1820000 (€ 2170468 $2211703)
351,Youri Tielemans,Leicester City,23,£ 33077 (€ 39446 $40196),£ 1720000 (€ 2051211 $2090180)
352,Douglas Luiz,Aston Villa,22,£ 32692 (€ 38988 $39728),£ 1700000 (€ 2027360 $2065876)
353,Jordan Ayew,Crystal Palace,28,£ 32500 (€ 38758 $39495),£ 1690000 (€ 2015434 $2053724)
354,Hélder Costa,Leeds United,26,£ 32500 (€ 38758 $39495),£ 1690000 (€ 2015434 $2053724)
355,Sam Johnstone,West Brom,27,£ 32500 (€ 38758 $39495),£ 1690000 (€ 2015434 $2053724)
356,Marvelous Nakamba,Aston Villa,26,£ 32500 (€ 38758 $39495),£ 1690000 (€ 2015434 $2053724)
357,John Ruddy,Wolves,33,£ 32500 (€ 38758 $39495),£ 1690000 (€ 2015434 $2053724)
358,Kiko Casilla,Leeds United,33,£ 32115 (€ 38300 $39027),£ 1670000 (€ 1991583 $2029419)
359,Neil Taylor,Aston Villa,31,£ 31923 (€ 38070 $38794),£ 1660000 (€ 1979657 $2017267)
360,Jamal Lewis,Newcastle Utd,22,£ 31500 (€ 37566 $38279),£ 1638000 (€ 1953421 $1990532)
361,Anwar El Ghazi,Aston Villa,25,£ 30962 (€ 36924 $37625),£ 1610000 (€ 1920029 $1956506)
362,Alexis Mac Allister,Brighton,21,£ 30769 (€ 36694 $37391),£ 1600000 (€ 1908104 $1944354)
363,Bukayo Saka,Arsenal,18,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745)
364,Lee Grant,Manchester Utd,37,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745)
365,Jack Robinson,Sheffield Utd,26,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745)
366,Oliver Burke,Sheffield Utd,23,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745)
367,Che Adams,Southampton,24,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745)
368,Eberechi Eze,Crystal Palace,22,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745)
369,Hal Robson-Kanu,West Brom,31,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745)
370,Conor Hourihane,Aston Villa,29,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745)
371,Jóhann Berg Guðmundsson,Burnley,29,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745)
372,James Justin,Leicester City,22,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745)
373,Christian Atsu,Newcastle Utd,29,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745)
374,DeAndre Yedlin,Newcastle Utd,27,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745)
375,Solly March,Brighton,26,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745)
376,Muhamed Bešić,Everton,28,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745)
377,Joe Bryan,Fulham,26,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745)
378,Josh Onomah,Fulham,23,£ 30000 (€ 35777 $36457),£ 1560000 (€ 1860401 $1895745)
379,Okay Yokuşlu,West Brom,26,£ 29615 (€ 35318 $35989),£ 1540000 (€ 1836550 $1871441)
380,Amad Diallo,Manchester Utd,18,£ 28846 (€ 34401 $35054),£ 1500000 (€ 1788847 $1822832)
381,Nathan Ferguson,Crystal Palace,20,£ 28846 (€ 34401 $35054),£ 1500000 (€ 1788847 $1822832)
382,Joe Gomez,Liverpool,23,£ 28077 (€ 33484 $34120),£ 1460000 (€ 1741144 $1774223)
383,Jonas Lössl,Everton,31,£ 28077 (€ 33484 $34120),£ 1460000 (€ 1741144 $1774223)
384,David McGoldrick,Sheffield Utd,32,£ 27500 (€ 32796 $33419),£ 1430000 (€ 1705368 $1737766)
385,Antonee Robinson,Fulham,22,£ 27500 (€ 32796 $33419),£ 1430000 (€ 1705368 $1737766)
386,Tim Ream,Fulham,32,£ 27000 (€ 32199 $32811),£ 1404000 (€ 1674361 $1706171)
387,Jayden Bogle,Sheffield Utd,20,£ 26500 (€ 31603 $32203),£ 1378000 (€ 1643354 $1674575)
388,Ahmed Hegazi,West Brom,29,£ 26500 (€ 31603 $32203),£ 1378000 (€ 1643354 $1674575)
389,David Button,West Brom,31,£ 26500 (€ 31603 $32203),£ 1378000 (€ 1643354 $1674575)
390,Andi Zeqiri,Brighton,21,£ 26500 (€ 31603 $32203),£ 1378000 (€ 1643354 $1674575)
391,Rob Holding,Arsenal,24,£ 25000 (€ 29814 $30381),£ 1300000 (€ 1550334 $1579788)
392,Lys Mousset,Sheffield Utd,24,£ 25000 (€ 29814 $30381),£ 1300000 (€ 1550334 $1579788)
393,Jack Clarke,Tottenham,19,£ 25000 (€ 29814 $30381),£ 1300000 (€ 1550334 $1579788)
394,Martin Kelly,Crystal Palace,30,£ 25000 (€ 29814 $30381),£ 1300000 (€ 1550334 $1579788)
395,Kamil Grosicki,West Brom,32,£ 25000 (€ 29814 $30381),£ 1300000 (€ 1550334 $1579788)
396,Ahmed Elmohamady,Aston Villa,32,£ 25000 (€ 29814 $30381),£ 1300000 (€ 1550334 $1579788)
397,John McGinn,Aston Villa,25,£ 25000 (€ 29814 $30381),£ 1300000 (€ 1550334 $1579788)
398,Charlie Taylor,Burnley,26,£ 25000 (€ 29814 $30381),£ 1300000 (€ 1550334 $1579788)
399,Matthew Lowton,Burnley,31,£ 25000 (€ 29814 $30381),£ 1300000 (€ 1550334 $1579788)
400,Phil Bardsley,Burnley,35,£ 25000 (€ 29814 $30381),£ 1300000 (€ 1550334 $1579788)
401,Jacob Murphy,Newcastle Utd,25,£ 25000 (€ 29814 $30381),£ 1300000 (€ 1550334 $1579788)
402,Karl Darlow,Newcastle Utd,29,£ 25000 (€ 29814 $30381),£ 1300000 (€ 1550334 $1579788)
403,Bernardo,Brighton,25,£ 25000 (€ 29814 $30381),£ 1300000 (€ 1550334 $1579788)
404,Yves Bissouma,Brighton,23,£ 25000 (€ 29814 $30381),£ 1300000 (€ 1550334 $1579788)
405,Mason Holgate,Everton,23,£ 25000 (€ 29814 $30381),£ 1300000 (€ 1550334 $1579788)
406,Tom Davies,Everton,22,£ 25000 (€ 29814 $30381),£ 1300000 (€ 1550334 $1579788)
407,Maxime Le Marchand,Fulham,30,£ 25000 (€ 29814 $30381),£ 1300000 (€ 1550334 $1579788)
408,Scott Carson,Manchester City,34,£ 25000 (€ 29814 $30381),£ 1300000 (€ 1550334 $1579788)
409,Ola Aina,Fulham,23,£ 24000 (€ 28622 $29165),£ 1248000 (€ 1488321 $1516596)
410,Mohammed Salisu,Southampton,21,£ 23077 (€ 27521 $28044),£ 1200000 (€ 1431078 $1458265)
411,Kevin Long,Burnley,29,£ 23077 (€ 27521 $28044),£ 1200000 (€ 1431078 $1458265)
412,Eldin Jakupović,Leicester City,36,£ 23077 (€ 27521 $28044),£ 1200000 (€ 1431078 $1458265)
413,Aaron Connolly,Brighton,20,£ 23077 (€ 27521 $28044),£ 1200000 (€ 1431078 $1458265)
414,Max Lowe,Sheffield Utd,23,£ 23000 (€ 27429 $27950),£ 1196000 (€ 1426307 $1453405)
415,Mbaye Diagne,West Brom,28,£ 22692 (€ 27062 $27576),£ 1180000 (€ 1407226 $1433961)
416,Cédric Kipré,West Brom,23,£ 22500 (€ 26833 $27342),£ 1170000 (€ 1395301 $1421809)
417,Kenneth Zohore,West Brom,27,£ 22500 (€ 26833 $27342),£ 1170000 (€ 1395301 $1421809)
418,Bailey Peacock-Farrell,Burnley,23,£ 22500 (€ 26833 $27342),£ 1170000 (€ 1395301 $1421809)
419,Kevin McDonald,Fulham,31,£ 22000 (€ 26236 $26735),£ 1144000 (€ 1364294 $1390213)
420,Terence Kongolo,Fulham,26,£ 22000 (€ 26236 $26735),£ 1144000 (€ 1364294 $1390213)
421,Romain Saïss,Wolves,30,£ 21923 (€ 26145 $26641),£ 1140000 (€ 1359524 $1385352)
422,Isaac Hayden,Newcastle Utd,25,£ 21923 (€ 26145 $26641),£ 1140000 (€ 1359524 $1385352)
423,Illan Meslier,Leeds United,20,£ 21500 (€ 25640 $26127),£ 1118000 (€ 1333287 $1358617)
424,Harry Lewis,Southampton,22,£ 21154 (€ 25227 $25707),£ 1100000 (€ 1311821 $1336743)
425,Daniel Amartey,Leicester City,25,£ 20962 (€ 24998 $25473),£ 1090000 (€ 1299896 $1324591)
426,Joe Willock,Arsenal,20,£ 20000 (€ 23851 $24304),£ 1040000 (€ 1240267 $1263830)
427,Michael Verrips,Sheffield Utd,23,£ 20000 (€ 23851 $24304),£ 1040000 (€ 1240267 $1263830)
428,Oliver McBurnie,Sheffield Utd,24,£ 20000 (€ 23851 $24304),£ 1040000 (€ 1240267 $1263830)
429,Wes Foderingham,Sheffield Utd,29,£ 20000 (€ 23851 $24304),£ 1040000 (€ 1240267 $1263830)
430,Jan Bednarek,Southampton,24,£ 20000 (€ 23851 $24304),£ 1040000 (€ 1240267 $1263830)
431,Kyle Walker-Peters,Southampton,23,£ 20000 (€ 23851 $24304),£ 1040000 (€ 1240267 $1263830)
432,Paulo Gazzaniga,Tottenham,28,£ 20000 (€ 23851 $24304),£ 1040000 (€ 1240267 $1263830)
433,Adam Forshaw,Leeds United,29,£ 20000 (€ 23851 $24304),£ 1040000 (€ 1240267 $1263830)
434,Karlan Grant,West Brom,22,£ 20000 (€ 23851 $24304),£ 1040000 (€ 1240267 $1263830)
435,Lee Peltier,West Brom,33,£ 20000 (€ 23851 $24304),£ 1040000 (€ 1240267 $1263830)
436,Matt Phillips,West Brom,29,£ 20000 (€ 23851 $24304),£ 1040000 (€ 1240267 $1263830)
437,Saïd Benrahma,West Ham,24,£ 20000 (€ 23851 $24304),£ 1040000 (€ 1240267 $1263830)
438,Danny Ward,Leicester City,27,£ 20000 (€ 23851 $24304),£ 1040000 (€ 1240267 $1263830)
439,Dominic Calvert-Lewin,Everton,23,£ 20000 (€ 23851 $24304),£ 1040000 (€ 1240267 $1263830)
440,Oleksandr Zinchenko,Manchester City,23,£ 20000 (€ 23851 $24304),£ 1040000 (€ 1240267 $1263830)
441,Facundo Pellistri,Manchester Utd,18,£ 19231 (€ 22934 $23370),£ 1000000 (€ 1192565 $1215221)
442,Ben Johnson,West Ham,20,£ 19231 (€ 22934 $23370),£ 1000000 (€ 1192565 $1215221)
443,Wesley Fofana,Leicester City,19,£ 19231 (€ 22934 $23370),£ 1000000 (€ 1192565 $1215221)
444,Pablo Hernández,Leeds United,35,£ 19000 (€ 22659 $23089),£ 988000 (€ 1178254 $1200639)
445,Darnell Furlong,West Brom,24,£ 18500 (€ 22062 $22482),£ 962000 (€ 1147247 $1169043)
446,Michael Hector,Fulham,28,£ 18500 (€ 22062 $22482),£ 962000 (€ 1147247 $1169043)
447,Nathan Bishop,Manchester Utd,20,£ 18269 (€ 21787 $22201),£ 950000 (€ 1132936 $1154460)
448,Sam McQueen,Southampton,25,£ 18077 (€ 21558 $21967),£ 940000 (€ 1121011 $1142308)
449,Kyle Bartley,West Brom,29,£ 17500 (€ 20870 $21266),£ 910000 (€ 1085234 $1105851)
450,William Smallbone,Southampton,20,£ 17308 (€ 20641 $21033),£ 900000 (€ 1073308 $1093699)
451,Jayson Molumby,Brighton,20,£ 17308 (€ 20641 $21033),£ 900000 (€ 1073308 $1093699)
452,Michael Obafemi,Southampton,20,£ 16923 (€ 20182 $20565),£ 880000 (€ 1049457 $1069395)
453,Semi Ajayi,West Brom,26,£ 16500 (€ 19677 $20051),£ 858000 (€ 1023221 $1042660)
454,Dan Burn,Brighton,28,£ 15962 (€ 19035 $19397),£ 830000 (€ 989829 $1008634)
455,Jason Steele,Brighton,29,£ 15962 (€ 19035 $19397),£ 830000 (€ 989829 $1008634)
456,Percy Tau,Brighton,26,£ 15962 (€ 19035 $19397),£ 830000 (€ 989829 $1008634)
457,Lovre Kalinić,Aston Villa,30,£ 15712 (€ 18738 $19094),£ 817024 (€ 974354 $992865)
458,Frederik Ibsen,West Ham,20,£ 15385 (€ 18347 $18696),£ 800000 (€ 954052 $972177)
459,Robin Olsen,Everton,30,£ 15250 (€ 18187 $18532),£ 793000 (€ 945704 $963670)
460,Emile Smith Rowe,Arsenal,20,£ 15000 (€ 17888 $18228),£ 780000 (€ 930200 $947873)
461,Reiss Nelson,Arsenal,20,£ 15000 (€ 17888 $18228),£ 780000 (€ 930200 $947873)
462,Rúnar Alex Rúnarsson,Arsenal,25,£ 15000 (€ 17888 $18228),£ 780000 (€ 930200 $947873)
463,Timothy Fosu-Mensah,Manchester Utd,22,£ 15000 (€ 17888 $18228),£ 780000 (€ 930200 $947873)
464,Oliver Norwood,Sheffield Utd,29,£ 15000 (€ 17888 $18228),£ 780000 (€ 930200 $947873)
465,Ezgjan Alioski,Leeds United,28,£ 15000 (€ 17888 $18228),£ 780000 (€ 930200 $947873)
466,Jack Harrison,Leeds United,23,£ 15000 (€ 17888 $18228),£ 780000 (€ 930200 $947873)
467,Filip Krovinović,West Brom,24,£ 15000 (€ 17888 $18228),£ 780000 (€ 930200 $947873)
468,Curtis Jones,Liverpool,19,£ 15000 (€ 17888 $18228),£ 780000 (€ 930200 $947873)
469,Max Kilman,Wolves,23,£ 15000 (€ 17888 $18228),£ 780000 (€ 930200 $947873)
470,Achraf Lazaar,Newcastle Utd,29,£ 15000 (€ 17888 $18228),£ 780000 (€ 930200 $947873)
471,Rolando Aarons,Newcastle Utd,24,£ 15000 (€ 17888 $18228),£ 780000 (€ 930200 $947873)
472,Steven Alzate,Brighton,21,£ 15000 (€ 17888 $18228),£ 780000 (€ 930200 $947873)
473,Jonjoe Kenny,Everton,23,£ 15000 (€ 17888 $18228),£ 780000 (€ 930200 $947873)
474,Fikayo Tomori,Chelsea,22,£ 14423 (€ 17200 $17527),£ 750000 (€ 894424 $911416)
475,Neeskens Kebano,Fulham,28,£ 13462 (€ 16054 $16359),£ 700024 (€ 834824 $850684)
476,Josh Maja,Fulham,21,£ 12885 (€ 15366 $15658),£ 670000 (€ 799018 $814198)
477,Jack Rodwell,Sheffield Utd,29,£ 12500 (€ 14907 $15190),£ 650000 (€ 775167 $789894)
478,Nathan Tella,Southampton,21,£ 12500 (€ 14907 $15190),£ 650000 (€ 775167 $789894)
479,Gaetano Berardi,Leeds United,31,£ 12500 (€ 14907 $15190),£ 650000 (€ 775167 $789894)
480,Romaine Sawyers,West Brom,28,£ 12500 (€ 14907 $15190),£ 650000 (€ 775167 $789894)
481,Neco Williams,Liverpool,19,£ 12500 (€ 14907 $15190),£ 650000 (€ 775167 $789894)
482,Roderick Miranda,Wolves,29,£ 12500 (€ 14907 $15190),£ 650000 (€ 775167 $789894)
483,Matthew Pennington,Everton,26,£ 12500 (€ 14907 $15190),£ 650000 (€ 775167 $789894)
484,Aboubakar Kamara,Fulham,25,£ 12500 (€ 14907 $15190),£ 650000 (€ 775167 $789894)
485,Billy Sharp,Sheffield Utd,34,£ 12000 (€ 14311 $14583),£ 624000 (€ 744160 $758298)
486,Harrison Reed,Fulham,25,£ 12000 (€ 14311 $14583),£ 624000 (€ 744160 $758298)
487,Ben Woodburn,Liverpool,20,£ 11923 (€ 14219 $14489),£ 620000 (€ 739390 $753437)
488,Eric García,Manchester City,19,£ 11923 (€ 14219 $14489),£ 620000 (€ 739390 $753437)
489,Phil Foden,Manchester City,20,£ 11923 (€ 14219 $14489),£ 620000 (€ 739390 $753437)
490,Michał Karbownik,Brighton,19,£ 11731 (€ 13990 $14255),£ 610000 (€ 727464 $741285)
491,Mark Gillespie,Newcastle Utd,28,£ 11538 (€ 13760 $14022),£ 600000 (€ 715539 $729133)
